parents_id,num_campaigns,frst_startdate,num_startdate,parentcampaignname,campaignname,startdate,enddate,meeting,event,anchor,campus,gnep,hazelwood,hill,homewood,olli,oakland,resp_connect,volunteer,firsttime,frst_inquiry,frst_outreach,followup_mtg,reoccurring,repeat,community_mtg,standalone,scheduling,concerns,other,internal,organization,resident,student,economic,education,healthcare,soc_community,neighborhood,sdoh_othr,eventduration,totalattendees,dayspast
138,15,23587,23729,NSF Engine - RETI,NSF Engines Workforce - 12/19/2024,12/19/2024,12/19/2024,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,142
138,16,23587,23730,NSF Engine - RETI,NSF Engines RETI Bi-weekly Check in - 12/20/2024,12/20/2024,12/20/2024,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,143
148,13,23642,23642,Non-Profit Capacity Building,External 1:1 Meeting with Toya Jones 9/23/24,9/23/2024,9/23/2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
148,14,23642,23642,Non-Profit Capacity Building,External 1:1 Meeting with Kelly Gilliam 9/23/24,9/23/2024,9/23/2024,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
148,15,23642,23652,Non-Profit Capacity Building,Nonprofit Capacity Building Navigator Check In WST & PSH 10/3/24,10/3/2024,10/3/2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,10
148,16,23642,23656,Non-Profit Capacity Building,PID/Tech 25/Pitt Meeting 10/7/24,10/7/2024,10/7/2024,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,14
148,17,23642,23657,Non-Profit Capacity Building,Adrianne Redwood Summit review Meeting 10/8/24,10/8/2024,10/8/2024,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,15
148,18,23642,23666,Non-Profit Capacity Building,Catalyst Kitchens Summit Discussion with CKP 10/17/24,10/17/2024,10/17/2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,24
148,19,23642,23679,Non-Profit Capacity Building,Nonprofit Capacity Building Navigator Check In Tech 25 and Per Scholas 10/30/24,10/30/2024,10/30/2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,37
148,20,23642,23694,Non-Profit Capacity Building,"Pitt Cyber, ECA and Per Scholas 10/30/24",11/14/2024,11/14/2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52
148,21,23642,23716,Non-Profit Capacity Building,Nonprofit Capacity Building Navigator Check In PSH 12/6/24,12/6/2024,12/6/2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,74
148,22,23642,23723,Non-Profit Capacity Building,Nonprofit Capacity Building Navigator Check In Tech 25 and Per Scholas 12/13/24,12/13/2024,12/13/2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,81
148,23,23642,23730,Non-Profit Capacity Building,Financial Aid Meeting with Whitney Cumpston (NPCB related) 12/20/24,12/20/2024,12/20/2024,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,88
148,24,23642,23730,Non-Profit Capacity Building,Nonprofit Capacity Building Navigator Check In CKP & Cafe Momentum 12/20/24,12/20/2024,12/20/2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,88
159,1,23678,23678,Oakdale Seniors Alliance,OLLI - Seneca Senior Living Meeting 10/29/24,10/29/2024,10/29/2024,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
165,7,23624,23624,Oakland Planning and Development Corporation (OPDC),OPDC Strategic Planning Interview,9/5/2024,9/5/2024,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
165,8,23624,23637,Oakland Planning and Development Corporation (OPDC),OPDC Let's Talk - PLI - 9/18/2024,9/18/2024,9/18/2024,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13
165,9,23624,23707,Oakland Planning and Development Corporation (OPDC),ODF Board Meeting,11/27/2024,11/27/2024,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,83
165,10,23624,23729,Oakland Planning and Development Corporation (OPDC),OPDC Holiday Party,12/19/2024,12/19/2024,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,105
173,1,23623,23623,PARENT 1: CEC - ADP,ADP @ The Homewood CEC,9/4/2024,9/4/2024,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
177,1,23700,23700,PARENT 1: CEC - Art Therapy,Art Therapy Initial Meeting,11/20/2024,11/20/2024,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0
177,2,23700,23722,PARENT 1: CEC - Art Therapy,Funding Meeting,12/12/2024,12/12/2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,22
179,1,23664,23664,PARENT 1: CEC - Bennett Place,Bennett Place (Fall Planning),10/15/2024,10/15/2024,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0
181,1,23615,23615,PARENT 1: CEC - BioForge,8.27.24 Biomanufacturing/Life Sciences Workforce Discussion,8/27/2024,8/27/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0
181,2,23615,23625,PARENT 1: CEC - BioForge,9.6.24 BioForge Topping Out Ceremony,9/6/2024,9/6/2024,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,10
181,3,23615,23630,PARENT 1: CEC - BioForge,9.11.24 Intro Meeting for BioForge Design,9/11/2024,9/11/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,15
181,4,23615,23653,PARENT 1: CEC - BioForge,10.4.24 BioForge + ElevateBio re:(pre)hiring,10/4/2024,10/4/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,38
181,5,23615,23667,PARENT 1: CEC - BioForge,10.18.24 Laborer Union Cohort 1 - Lessons Learned,10/18/2024,10/18/2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,52
181,6,23615,23673,PARENT 1: CEC - BioForge,10.24.24 Texas A&M Workforce Development with BioForge,10/24/2024,10/24/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,58
182,1,23587,23587,PARENT 1: CEC - Business and Operations,Supplier Diversity Efforts at the CEC's,7/30/2024,7/30/2024,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0
183,9,23637,23637,PARENT 1: CEC - Center of Life,LOI Turn Discussion - 9/18/24,9/18/2024,9/18/2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0
183,10,23637,23637,PARENT 1: CEC - Center of Life,9.18.24 Graphic Recorder Introduction,9/18/2024,9/18/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
183,11,23637,23649,PARENT 1: CEC - Center of Life,Federal Funding Consultation - 9/30/24,9/30/2024,9/30/2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,12
183,12,23637,23652,PARENT 1: CEC - Center of Life,"10.3.24 WTW - Tour, CEC in Homewood",10/3/2024,10/3/2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,15
183,13,23637,23672,PARENT 1: CEC - Center of Life,10.23.24 HG Team Meeting- November 15,10/23/2024,10/23/2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,35
183,14,23637,23684,PARENT 1: CEC - Center of Life,Development Discussion,11/4/2024,11/4/2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,47
183,15,23637,23691,PARENT 1: CEC - Center of Life,11.11.24 Hazelwood Green Team Monthly Check-in,11/11/2024,11/11/2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,54
183,16,23637,23695,PARENT 1: CEC - Center of Life,Center of Life Development Announcement - 11/15/24,11/15/2024,11/15/2024,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,58
183,17,23637,23695,PARENT 1: CEC - Center of Life,11.15.24 CoL Headquarter Announcement,11/15/2024,11/15/2024,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,58
183,18,23637,23695,PARENT 1: CEC - Center of Life,LOI Meeting - 11/15/24,11/15/2024,11/15/2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,58
183,19,23637,23706,PARENT 1: CEC - Center of Life,Center of Life Development Discussion - 11/26/24,11/26/2024,11/26/2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,1,69
183,20,23637,23719,PARENT 1: CEC - Center of Life,12.9.24 Hazelwood Green Team Monthly Check-in,12/9/2024,12/9/2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,82
189,1,23642,23642,PARENT 1: CEC - Equipoise,Equipoise Sub Group Women Administrators,9/23/2024,9/23/2024,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0
191,2,23720,23720,PARENT 1: CEC - Garden of Different Abilities (GoDA),12.10.24 GoDA + Pitt Catch Up,12/10/2024,12/10/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0
193,1,23574,23574,PARENT 1: CEC - Greater Hazelwood Family Center,7.17.24 Pitt + GHFC Introduction,7/17/2024,7/17/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
194,1,23681,23681,PARENT 1: CEC - Grounded Strategies,Initial meeting,11/1/2024,11/1/2024,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0
195,4,23597,23597,PARENT 1: CEC - Hazelwood Initiative (HI),8.9.24 Hazelwood BB - Design 1,8/9/2024,8/9/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
195,5,23597,23608,PARENT 1: CEC - Hazelwood Initiative (HI),8.20.24 Hazelwood National Night Out,8/20/2024,8/20/2024,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1,11
195,6,23597,23629,PARENT 1: CEC - Hazelwood Initiative (HI),9.10.24 Hazelwood Initiative Community Meeting,9/10/2024,9/10/2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,32
195,7,23597,23636,PARENT 1: CEC - Hazelwood Initiative (HI),9.17.24 Hazelwood Carnegie Library,9/17/2024,9/17/2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,39
195,8,23597,23657,PARENT 1: CEC - Hazelwood Initiative (HI),10.8.24 Hazelwood Initiative Community Meeting,10/8/2024,10/8/2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,60
195,9,23597,23673,PARENT 1: CEC - Hazelwood Initiative (HI),10.24.24 Better Block Volunteering,10/24/2024,10/24/2024,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,2,76
195,10,23597,23675,PARENT 1: CEC - Hazelwood Initiative (HI),10.26.24 Better Block Greater Hazelwood,10/26/2024,10/26/2024,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,2,78
195,11,23597,23678,PARENT 1: CEC - Hazelwood Initiative (HI),10.29.24 Bagging Safe Halloween Candy,10/29/2024,10/29/2024,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3,81
195,12,23597,23692,PARENT 1: CEC - Hazelwood Initiative (HI),11.12.24 Hazelwood Initiative Community Meeting,11/12/2024,11/12/2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,95
195,13,23597,23720,PARENT 1: CEC - Hazelwood Initiative (HI),12.10.24 Hazelwood Initiative Community Meeting,12/10/2024,12/10/2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,123
196,1,23632,23632,PARENT 1: CEC - Health and Education Alliance,SWPA AHEC Board Meeting -9/13/24,9/13/2024,9/13/2024,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
198,1,23638,23638,PARENT 1: CEC - Hello Baby,Meeting re: Hello Baby Supply Storage - 9.19.24,9/19/2024,9/19/2024,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
198,2,23638,23680,PARENT 1: CEC - Hello Baby,ACHS-Hello Baby Outreach Team Meeting - 10/31/24,10/31/2024,10/31/2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,42
201,1,23582,23582,PARENT 1: CEC - Homeless Children's Education Fund (HCEF),Homewood Tour and Meeting,7/25/2024,7/25/2024,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
203,1,23664,23664,PARENT 1: CEC - Homewood House,Homewood House (Fall 2024 Planning),10/15/2024,10/15/2024,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0
206,1,23616,23616,PARENT 1: CEC - Imani Model of Education,Imani Model of Education - Initial meeting,8/28/2024,8/28/2024,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
207,2,23617,23617,PARENT 1: CEC - Jada House International,8.29.24 Jada House/Pitt Alignment for Heinz,8/29/2024,8/29/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
207,3,23617,23643,PARENT 1: CEC - Jada House International,9.24.24 EvolvingSTEM + JADA GEMS,9/24/2024,9/24/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,26
207,4,23617,23663,PARENT 1: CEC - Jada House International,"10.14.24 Check-In, EvolvingSTEM + JADA GEMS",10/14/2024,10/14/2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,46
207,5,23617,23666,PARENT 1: CEC - Jada House International,"10.17.24 Session #1, EvolvingSTEM + JADA GEMS",10/17/2024,10/17/2024,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,49
207,6,23617,23673,PARENT 1: CEC - Jada House International,"10.24.24 Session #2, EvolvingSTEM + JADA GEMS",10/24/2024,10/24/2024,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,56
207,7,23617,23692,PARENT 1: CEC - Jada House International,1.12.24 Senior STEM Activities Pitch,11/12/2024,11/12/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,75
208,1,23677,23677,PARENT 1: CEC - Jeron X Grayson Center,Technology Support & Partnership Planning,10/28/2024,10/28/2024,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
208,2,23677,23701,PARENT 1: CEC - Jeron X Grayson Center,Consult with Pitt IT,11/21/2024,11/21/2024,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,24
209,1,23603,23603,PARENT 1: CEC - Learning Research & Development Center (LRDC),Hill CEC Tour | Learning Research and Development Center,8/15/2024,8/15/2024,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0
211,1,23700,23700,PARENT 1: CEC - Mystic Mamas,Initial Meeting,11/20/2024,11/20/2024,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
214,1,23686,23686,PARENT 1: CEC - Pitt Alumni Association (PAA),Meeting to discuss CEC service partnerships,11/6/2024,11/6/2024,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
215,1,23687,23687,PARENT 1: CEC - Pittsburgh Policy Initiative,Tour of Homewood CEC,11/7/2024,11/7/2024,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,1,0
215,2,23687,23727,PARENT 1: CEC - Pittsburgh Policy Initiative,12.17.24 Pittsburgh Policy Initiative + Hazelwood,12/17/2024,12/17/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,40
216,3,23646,23646,PARENT 1: CEC - Planning Design and Construction,9.27.2024 BioForge Pocket Park and Art RFP,9/27/2024,9/27/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0
218,1,23583,23583,PARENT 1: CEC - SWPA Municipal Hub Project,7.26.24 Introduction - The Hub,7/26/2024,7/26/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
219,4,23618,23618,PARENT 1: CEC - School of Public Health (SPH),8.30.24 Illustrator/Graphic Design Interview,8/30/2024,8/30/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
219,5,23618,23635,PARENT 1: CEC - School of Public Health (SPH),Meeting w/ Tina Ndoh- 9.16.24,9/16/2024,9/16/2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,17
219,6,23618,23636,PARENT 1: CEC - School of Public Health (SPH),Intro to Community Health Class (BCHS 2554) 9-17-24,9/17/2024,9/17/2024,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,18
219,7,23618,23645,PARENT 1: CEC - School of Public Health (SPH),CeNR Team: Environmental Stressors and Mental Health,9/26/2024,9/26/2024,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,27
219,8,23618,23664,PARENT 1: CEC - School of Public Health (SPH),10.15.24 Greater Hazelwood Check-In,10/15/2024,10/15/2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,46
219,9,23618,23679,PARENT 1: CEC - School of Public Health (SPH),Bridging the Gaps Pittsburgh - 10/30/24,10/30/2024,10/30/2024,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,61
219,10,23618,23702,PARENT 1: CEC - School of Public Health (SPH),Pitt Public Health Board of Visitors,11/22/2024,11/22/2024,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,1,84
219,11,23618,23722,PARENT 1: CEC - School of Public Health (SPH),STREAMR Research Study Qualitative Analysis Workshop,12/12/2024,12/12/2024,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,104
221,1,23727,23727,PARENT 1: CEC - Shiftworks Community + Public Art,12.17.24 Pitt + Shiftworks Introduction,12/17/2024,12/17/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
222,1,23572,23572,PARENT 1: CEC - Squirrel Hill Urban Coalition,Blue Zone Project in Hazelwood,7/15/2024,7/15/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
222,2,23572,23700,PARENT 1: CEC - Squirrel Hill Urban Coalition,11.20.24 Holiday Mingle,11/20/2024,11/20/2024,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,128
223,1,23713,23713,PARENT 1: CEC - The Citizen Science Lab (TCSL),12.3.24 The Citizen Science Lab + UPitt,12/3/2024,12/3/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
228,1,23646,23646,PARENT 1: CEC - U3 Advisors,9.27.2024 CUMU Annual - Pitt and U3 Presentation,9/27/2024,9/27/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
228,2,23646,23665,PARENT 1: CEC - U3 Advisors,10.16.24 CUMU Annual - Pitt and U3 Presentation,10/16/2024,10/16/2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,19
230,1,23658,23658,PARENT 1: CEC - University Communications and Marketing (UCM),10.9.24 The Homepage + BioForge Updates,10/9/2024,10/9/2024,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0
232,1,23657,23657,PARENT 1: CEC - Visit Pittsburgh,African American Tourism Advisory Council,10/8/2024,10/8/2024,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
233,1,23583,23583,PARENT 1: CEC - Washington University,WashU Pittsburgh Visit,7/26/2024,7/26/2024,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0
234,1,23603,23603,PARENT 1: CEC - Westinghouse Class of 1967,Reunion Planning 8/15/24,8/15/2024,8/15/2024,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
234,2,23603,23610,PARENT 1: CEC - Westinghouse Class of 1967,Reunion Planning 8/22/24,8/22/2024,8/22/2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7
234,3,23603,23617,PARENT 1: CEC - Westinghouse Class of 1967,Westinghouse 57th Reunion Meeting,8/29/2024,8/29/2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14
234,4,23603,23617,PARENT 1: CEC - Westinghouse Class of 1967,Reunion Planning 8/29/24,8/29/2024,8/29/2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14
234,5,23603,23624,PARENT 1: CEC - Westinghouse Class of 1967,Reunion Planning 9/5/24,9/5/2024,9/5/2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,21
234,6,23603,23631,PARENT 1: CEC - Westinghouse Class of 1967,Reunion Planning 9/12/24,9/12/2024,9/12/2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,28
234,7,23603,23638,PARENT 1: CEC - Westinghouse Class of 1967,Reunion Planning 9/19/24,9/19/2024,9/19/2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,35
